NCT ID,Disease,Drug Name
NCT07045311,Triple-negative breast carcinoma,JS207 in combination with
NCT07045311,Triple-negative breast carcinoma,JS207 in combination with Albumin paclitaxel
NCT06972628,Metastatic prostate carcinoma,Administering Lutetium-177-PSMA-617 (PLUVICTO)
NCT06972628,Prostate cancer,Administering Lutetium-177-PSMA-617 (PLUVICTO)
NCT06599528,Female infertility,T-R (Test-Reference drug)
NCT06599528,Female infertility,R-T (Reference-Test drug)
NCT06931028,Obesity disorder,IBI362
NCT06629428,Multiple sclerosis,ublituximab
NCT06934811,"Familial acute respiratory distress syndrome, ANLN-related, dog",Ciprofol
NCT06934811,"Familial acute respiratory distress syndrome, ANLN-related, dog",midazolam
NCT06581328,Crohn disease,Vedolizumab IV
NCT06581328,Crohn disease,Vedolizumab SC
NCT06742528,Iron deficiency anemia,ferrous sulfate
NCT06742528,Iron deficiency anemia,Iron Polymaltose Complex
NCT07037511,Asthma,Salbutamol
NCT06977828,Non-small cell lung carcinoma,tislelizumab in combination with anlotinib and platinum-based doublet chemotherapy
NCT06580288,IgA glomerulonephritis,finerenone
NCT07029178,Radiodermatitis,Taurine granule
NCT06869278,Multiple sclerosis,LCAR-AIO T cells
NCT06869278,Myasthenia gravis,LCAR-AIO T cells
NCT07008378,Multiple sclerosis,P-CD19CD20-ALLO1 Cells
NCT07008378,Multiple sclerosis,cyclophosphamide
NCT07008378,Multiple sclerosis,fludarabine
NCT07128888,Obesity disorder,"GZR18 injection,digoxin tablets, rosuvastatin calcium tablets and warfarin sodium tablets"
NCT06978088,B-cell chronic lymphocytic leukemia,LP-168
NCT06978088,B-cell chronic lymphocytic leukemia,obinutuzumab
NCT07001878,Psychotic disorder,metformin
NCT06614907,Atopic eczema,QL2108 injection
NCT06614907,Atopic eczema,Dupixent®
NCT07056088,Hypoglycemia,Insulin Drip Therapy
NCT07056088,Hypoglycemia,Insulin boluses
NCT07041788,Cancer,Iparomlimab and Tuvonralimab Injection
NCT06600178,Coronary microvascular disorder,Dapagliflozin
NCT07046078,Childhood myelodysplastic syndrome,cytarabine
NCT07046078,Childhood myelodysplastic syndrome,fludarabine
NCT07046078,Childhood myelodysplastic syndrome,idarubicin
NCT07046078,Childhood myelodysplastic syndrome,Peripheral Blood Stem Cell
NCT07046078,Childhood myelodysplastic syndrome,Recombinant Granulocyte Colony-Stimulating Factor
NCT06900088,Childhood myelodysplastic syndrome,selinexor
NCT06578078,Heart failure,sodium zirconium cyclosilicate
NCT06578078,Heart failure,Standard of care treatment (RAASi therapy)
NCT06567678,Coronary artery disorder,Colchicine
NCT06915688,"COPD, severe early onset",doxycycline
NCT06915688,"COPD, severe early onset",levofloxacin
NCT06819488,Type 2 diabetes mellitus,[14C]HRS-7535
NCT06819488,Weight loss,[14C]HRS-7535
NCT06822478,Leishmaniasis,Arnica Tincture
NCT06822478,Leishmaniasis,Meglumine antimoniate.
NCT06836778,Hepatocellular carcinoma,Carvedilol Tablets
NCT07007078,Acne,dihydroartemisinin
NCT06828588,Metastatic malignant neoplasm,ABY-025 Loading Dose
NCT06828588,Metastatic malignant neoplasm,[68Ga]Ga-ABY-025
NCT06760078,Hypertensive disorder,intravenous tranexamic acid (TXA) infusion
NCT06858878,Type 2 diabetes mellitus,Maridebart cafraglutide
NCT07120607,Leukemia,CD7 CAR-γδT cell（QH106）
NCT07120607,Leukemia,Fludarabine (FLU)
NCT07120607,Leukemia,Cyclophosphamide (CTX)
NCT06770088,Spondyloarthropathy,vnacicizumab
NCT07053488,Cirrhosis of liver,Ex Vivo CRISPR-Cas9 Gene Editing of Donor Liver
NCT06937788,Atopic eczema,upadacitinib
NCT06937788,Atopic eczema,dupilumab
NCT07133178,Chikungunya,VLA1553
NCT07133178,Chikungunya,Control
NCT06619288,HIV infectious disease,B/F/TAF
NCT06619288,HIV infectious disease,TDF+3TC+EFV
NCT06619288,HIV infectious disease,DTG/3TC
NCT06818578,Dental pulp necrosis,Different Antibiotic Combinations
NCT06818578,Pulpitis,Different Antibiotic Combinations
NCT06847178,Diabetes mellitus,Low-dose LC-Z300-01 twice daily in blinding
NCT06847178,Diabetes mellitus,High-dose LC-Z300-01 twice daily in blinding
NCT06847178,Diabetes mellitus,High-dose LCZ300-1 twice daily in open-label
NCT06847178,Type 2 diabetes mellitus,Low-dose LC-Z300-01 twice daily in blinding
NCT06847178,Type 2 diabetes mellitus,High-dose LC-Z300-01 twice daily in blinding
NCT06847178,Type 2 diabetes mellitus,High-dose LCZ300-1 twice daily in open-label
NCT06790888,Autoimmune thrombocytopenic purpura,eltrombopag
NCT06895278,Juvenile idiopathic arthritis,methotrexate
NCT06895278,Juvenile idiopathic arthritis,Biological Drug
NCT06652971,Type 2 diabetes mellitus,CKD-379
NCT06942988,Erectile dysfunction,intracavernous platelet rich plasma therapy
NCT06717178,Cancer,Chemotherapy
NCT06855771,Carcinoma,BMS-986504
NCT06841978,Cerebrovascular disorder,Intravenous Thrombolysis
NCT06893978,Preeclampsia,Placenta organoids treatment
NCT06982378,Diabetes mellitus,GLP-1 receptor agonist
NCT06982378,Metabolic dysfunction-associated steatotic liver disease,GLP-1 receptor agonist
NCT06982378,Obesity disorder,GLP-1 receptor agonist
NCT06723171,Psoriasis,IRX4204
NCT07014878,Non-small cell lung carcinoma,TCR-T cells
NCT06603571,Obesity disorder,LY3841136
NCT06603571,Obesity disorder,tirzepatide
NCT07077278,Postural orthostatic tachycardia syndrome,Low sodium oxybate (LXB)
NCT06731478,Gastric carcinoma,trastuzumab deruxtecan
NCT06731478,Gastric carcinoma,pembrolizumab
NCT06731478,Gastric carcinoma,trastuzumab
NCT06731478,Gastric carcinoma,Chemotherapy
NCT06994078,Urothelial carcinoma,68Ga-NOTA-Nectin-4 antibody fragment
NCT06798571,Menopause,elagolix Oral Tablet
NCT06798571,Menopause,Estradiol patch
NCT06756178,Delirium,Propofol Group
NCT06756178,Delirium,Remimazolam Intervention
NCT06756178,Delirium,Dexmedetomidine Intervention
NCT06833788,Postpartum depression,Ferric carboxymaltose IV
NCT06833788,Postpartum depression,TIMOFÉROL®
NCT06789588,Atrial fibrillation,pharmacogenetic algorithm
NCT06789588,Atrial fibrillation,Clinical treatment
NCT06731088,Sepsis,midazolam
NCT06731088,Sepsis,Remazolam besylate
NCT06705478,Endogenous depression,Pramipexole ER
NCT06705478,Endogenous depression,escitalopram
NCT07076407,Endogenous depression,Azetukalner
NCT06898788,Depressive disorder,Visbiome
NCT07121088,Diabetes mellitus,(Intensive treatment) Chuanzhi Tongluo Capsules
NCT07121088,Diabetes mellitus,(Sequential treatment) Chuanzhi Tongluo Capsules
NCT07121088,Diabetes mellitus,TCM Syndrome Differentiation Decoction
NCT06712888,Nasopharyngeal carcinoma,TORIPALIMAB INJECTION (JS001 ) combine with GP chemotherapy
NCT06639607,Glioma susceptibility 1,PEP-CMV vaccine
NCT06639607,Glioma susceptibility 1,Tetanus booster
NCT06639607,Glioma susceptibility 1,nivolumab
NCT06639607,Glioma susceptibility 1,temozolomide
NCT06639607,Medulloblastoma,PEP-CMV vaccine
NCT06639607,Medulloblastoma,Tetanus booster
NCT06639607,Medulloblastoma,nivolumab
NCT06639607,Medulloblastoma,temozolomide
NCT06732388,Barrett esophagus,itraconazole
NCT06732388,Esophageal adenocarcinoma,itraconazole
NCT06876688,Primary central nervous system lymphoma,Relma-cel Followed by Tislelizumab
NCT06681688,Cataract,"Omidria, {0.3%-1% Intraocular Solution}, VIGAMOX {0.5% moxifloxacin hydrochloride}, Kenalog {0.4 ml"
NCT06681688,Cataract,"Ketorolac (0.5%) {Toradol}, moxifloxacin (0.5%) {VIGAMOX}, prednisolone acetate (1%) {Pred Forte}"
NCT06677788,Metabolic dysfunction-associated steatohepatitis,roflumilast
NCT06677788,Metabolic dysfunction-associated steatohepatitis,Vitamin E capsule
NCT07061288,Schizophrenia,KarXT
NCT06629688,Maturity-onset diabetes of the young type 1,semaglutide
NCT06702488,Mental disorder,dexmedetomidine
NCT07103278,Benign prostatic hyperplasia,AD-116
NCT07103278,Benign prostatic hyperplasia,AD-1161
NCT06991907,Hepatocellular carcinoma,PD-1 Inhibitors
NCT07127107,Migraine disorder,Non-steroidal anti-inflammatory drugs (NSAIDs)
NCT06626607,Aortic aneurysm,CCB use
NCT06626607,Aortic aneurysm,non-CCB use
NCT06896188,Pancreatic adenocarcinoma,retifanlimab
NCT06896188,Pancreatic adenocarcinoma,Chemotherapy
NCT06896188,Pancreatic adenocarcinoma,9-ING-41
NCT07111988,Obsessive-compulsive disorder,valbenazine
NCT06709807,Type 2 diabetes mellitus,CKD-378
NCT07081178,Obesity disorder,semaglutide
NCT07085507,Multiple sclerosis,VT7208
NCT06712407,IgA glomerulonephritis,TARPEYO®
NCT06716307,Obesity disorder,CagriSema (cagrilintide B and semaglutide I)
NCT06716307,Obesity disorder,CagriSema A
NCT06582888,Nicotine dependence,Varenicline Tartrate
NCT06905288,Ankylosing spondylitis,secukinumab
NCT07120971,Bronchopulmonary dysplasia,Metformin (open-label)
NCT07120971,Bronchopulmonary dysplasia,Metformin (open-label)
NCT07120971,Bronchopulmonary dysplasia,Metformin (open-label)
NCT07120971,Bronchopulmonary dysplasia,Metformin (open-label)
NCT07120971,Bronchopulmonary dysplasia,Metformin (open-label)
NCT07120971,Bronchopulmonary dysplasia,Metformin (open-label)
NCT07120971,Bronchopulmonary dysplasia,Metformin (open-label)
NCT07120971,Bronchopulmonary dysplasia,Metformin (open-label)
NCT07120971,Bronchopulmonary dysplasia,Metformin (open-label)
NCT07055893,Rabies,Rabies vaccine
NCT07055893,Rabies,Verorab®
NCT06854211,Obstructive sleep apnea syndrome,Morphine p.o.
NCT06664411,Diffuse large B-cell lymphoma,"Polatuzumab Vedotin, Zanubrutinib, Rituximab, Lenalidomide and Prednisone as Induction Therapy"
NCT06797193,Portal hypertension,Perflutren Lipid Microspheres
NCT07035093,Obesity disorder,Retatrutide
NCT06646211,Primary central nervous system lymphoma,"Zanubrutinib , Thiotepa"
NCT06646211,Primary central nervous system lymphoma,"Methotrexate , Thiotepa and Zanubrutinib"
NCT06646211,Primary central nervous system lymphoma,ASCT±Zanubrutinib
NCT06961071,Hypoparathyroidism,Parathyroid Allotransplant
NCT07053293,Type 2 diabetes mellitus,empagliflozin
NCT07129993,Childhood bladder carcinoma,Dato-DXd
NCT07129993,Childhood bladder carcinoma,carboplatin
NCT07129993,Childhood bladder carcinoma,cisplatin
NCT07129993,Childhood bladder carcinoma,gemcitabine
NCT06775093,Infertility disorder,GLP-1 receptor agonist
NCT06775093,Infertility disorder,metformin
NCT06775093,Obesity disorder,GLP-1 receptor agonist
NCT06775093,Obesity disorder,metformin
NCT06775093,Polycystic ovary syndrome,GLP-1 receptor agonist
NCT06775093,Polycystic ovary syndrome,metformin
NCT06742411,Gastric carcinoma,XELOX+Sintilimab+HBOT
NCT06958211,Hidradenitis suppurativa,Ruxolitinib Cream
NCT07077811,Atrial fibrillation,antiarrhythmic drug
NCT07077811,Heart failure,antiarrhythmic drug
NCT06698211,Graft versus host disease,Posaconazole tablet
NCT07011693,Endogenous depression,sertraline
NCT07011693,Endogenous depression,Agomelatine
NCT07011693,Endogenous depression,aripiprazole
NCT06975111,Menopause,metformin
NCT06975111,Menopause,semaglutide
NCT06975111,Menopause,Anti-hypertensives
NCT06975111,Menopause,Lipid Lowering Medication
NCT06975111,Menopause,fezolinetant
NCT06975111,Menopause,Hormonal therapy
NCT06589271,Lumbar disk degenerative disorder,human umbilical cord mesenchymal stem cell suspension
NCT06914193,Postherpetic neuralgia,esketamine+PRF treatment group
NCT06914193,Postherpetic neuralgia,PRF treatment group
NCT06863493,Psoriasis,SFA002
NCT06863493,Psoriasis,Otezla
NCT06863961,Atopic eczema,Afimkibart
NCT07023861,Gastric carcinoma,18F-FDG
NCT07023861,Gastric carcinoma,89Zr-LNCab190
NCT07023861,Gastric carcinoma,89Zr-LNCab002
NCT07023861,Gastric carcinoma,89Zr-LNCab072
NCT07023861,Urothelial carcinoma,18F-FDG
NCT07023861,Urothelial carcinoma,89Zr-LNCab190
NCT07023861,Urothelial carcinoma,89Zr-LNCab002
NCT07023861,Urothelial carcinoma,89Zr-LNCab072
NCT06964711,Endogenous depression,GW117 ODT
NCT07079228,Malignant pancreatic neoplasm,QLS31905
NCT07079228,Malignant pancreatic neoplasm,Nab-paclitaxel.
NCT07079228,Malignant pancreatic neoplasm,gemcitabine
NCT07079228,Malignant pancreatic neoplasm,Nab-paclitaxel.
NCT07079228,Malignant pancreatic neoplasm,gemcitabine
NCT07124728,Hypertensive disorder,Antihypertensive Medication Management
NCT07124728,Hypertensive disorder,Statin Medication Management
NCT07124728,Hypertensive disorder,Antiplatelet or Anticoagulant Therapy
NCT07088328,Perinatal asphyxia,pentoxifylline
NCT06988228,Cerebrovascular disorder,15% Dextrose Injection
NCT06719661,Type 2 diabetes mellitus,Dapagliflozin
NCT07018661,Gastric carcinoma,[18F]-FAPI-74
NCT07018661,Gastric neoplasm,[18F]-FAPI-74
NCT06927128,Renal pelvis/ureter urothelial carcinoma,"Gemcitabine, Cisplatin"
NCT06946628,Diabetes mellitus,Group A (triple combination therapy group)
NCT06946628,Diabetes mellitus,Group B (standard therapy group)
NCT07090161,Hypertensive disorder,iloperidone
NCT06881628,Cirrhosis of liver,Tranexamic Acid and vitamin K
NCT06720428,Dry eye syndrome,Artificial tear
NCT06821061,COVID-19,Investigational Influenza Vaccine
NCT06821061,COVID-19,Investigational COVID-19 Vaccine
NCT06821061,COVID-19,Licensed Influenza Vaccine
NCT06821061,COVID-19,Licensed Influenza Vaccine
NCT06821061,COVID-19,Licensed Influenza Vaccine
NCT06821061,COVID-19,Licensed COVID-19 Vaccine
NCT06821061,Influenza,Investigational Influenza Vaccine
NCT06821061,Influenza,Investigational COVID-19 Vaccine
NCT06821061,Influenza,Licensed Influenza Vaccine
NCT06821061,Influenza,Licensed Influenza Vaccine
NCT06821061,Influenza,Licensed Influenza Vaccine
NCT06821061,Influenza,Licensed COVID-19 Vaccine
NCT06763328,Invasive breast carcinoma,Extended Release Metformin Hydrochloride
NCT07116928,Type 2 diabetes mellitus,ganagliflozin
NCT06592261,Obesity disorder,Insulin regular
NCT06592261,Obesity disorder,Insulin regular
NCT06592261,Obesity disorder,Octreotide Acetate
NCT06592261,Obesity disorder,Dextrose
NCT06592261,Obesity disorder,Glucagon
NCT06884111,Heart failure,EE001，70-105ml per day by IV
NCT06983028,"IgA nephropathy, susceptibility to, 1",Atacicept
NCT06983028,Nephrotic syndrome,Atacicept
NCT07120828,Type 2 diabetes mellitus,Empagliflozin (oral)
NCT07120828,Type 2 diabetes mellitus,Dapagliflozin (DAPA)
NCT07120828,Type 2 diabetes mellitus,Metfomin
NCT06642428,Chemotherapy,Neoadjuvant therapy + vitamin D2
NCT06642428,Chemotherapy,Neoadjuvant therapy
NCT06642428,Vitamin D,Neoadjuvant therapy + vitamin D2
NCT06642428,Vitamin D,Neoadjuvant therapy
NCT06921928,Biliary tract cancer,AZD4360
NCT06921928,Gastric carcinoma,AZD4360
NCT06921928,Pancreatic ductal adenocarcinoma,AZD4360
NCT06789861,Pain,TT5
NCT06582628,Metastatic prostate carcinoma,Enzalutamide capsule
NCT06582628,Metastatic prostate carcinoma,Enzalutamide capsule and Talazoparib capsule
NCT06623461,Melanoma,Standard of Care Immune Checkpoint Blockade
NCT06623461,Melanoma,LND101
NCT06616961,Obesity disorder,Semaglutide Pen
NCT06616961,Type 2 diabetes mellitus,Semaglutide Pen
NCT06765109,Non-small cell lung carcinoma,Neladalkib (NVL-655)
NCT06765109,Non-small cell lung carcinoma,alectinib
NCT06795009,Endometrial cancer,Zanzalintinib
NCT06795009,Endometrial cancer,paclitaxel
NCT06795009,Uterine cancer,Zanzalintinib
NCT06795009,Uterine cancer,paclitaxel
NCT07071909,Cancer,Commercial CAR-T
NCT07071909,Cancer,Investigational CAR-T
NCT07071909,Leukemia,Commercial CAR-T
NCT07071909,Leukemia,Investigational CAR-T
NCT07071909,Lymphoma,Commercial CAR-T
NCT07071909,Lymphoma,Investigational CAR-T
NCT06574009,Opiate dependence,Medication optimization
NCT06701656,"Familial acute respiratory distress syndrome, ANLN-related, dog",Cohort C: bevacizumab
NCT07085156,Myelodysplastic syndrome,Fludarabine
NCT06889909,Type 2 diabetes mellitus,Trelagliptin
NCT06889909,Type 2 diabetes mellitus,Vildagliptin
NCT06577909,Autoimmune thrombocytopenic purpura,prednisone
NCT06577909,Autoimmune thrombocytopenic purpura,IVIg
NCT06601309,Esophageal squamous cell carcinoma,Serplulimab
NCT06601309,Esophageal squamous cell carcinoma,Paclitaxel+Cisplatin (Neoadjuvant Chemotherapy)
NCT06601309,Esophageal squamous cell carcinoma,Paclitaxel+Cisplatin(Concurrent Chemoradiotherapy)
NCT06883656,Type 2 diabetes mellitus,SAL067
NCT06634056,Non-small cell lung carcinoma,pentoxifylline
NCT07053007,Non-small cell lung carcinoma,NK-102
NCT07053007,Non-small cell lung carcinoma,atezolizumab
NCT06783309,Type 1 diabetes mellitus,CNP-103
NCT06801509,Herpes zoster,Recombinant Herpes Zoster Vaccine (SCTV04C) Low-Dose
NCT06801509,Herpes zoster,Recombinant Herpes Zoster Vaccine (SCTV04C) High-Dose
NCT06801509,Herpes zoster,Shingrix®
NCT06801509,Herpes zoster,Ganwei®
NCT07086456,Non-small cell lung carcinoma,Surufatinib
NCT07086456,Non-small cell lung carcinoma,tislelizumab
NCT07086456,Non-small cell lung carcinoma,Concurrent Chemotherapy
NCT06589609,Oropharynx squamous cell carcinoma,FluBHPVE6E7
NCT07076056,Type 2 diabetes mellitus,DW1026C1
NCT07076056,Type 2 diabetes mellitus,DW1026C2
NCT07076056,Type 2 diabetes mellitus,DW1026S
NCT06983509,Kidney failure,Regiocit
NCT06983509,Kidney failure,Biphozyl
NCT06983509,Kidney failure,Prismasol
NCT06935409,Osteosarcoma,HS-20093
NCT06935409,Osteosarcoma,Gemcitabine combined with docetaxel
NCT06625411,Endocrine exophthalmos,VRDN-003
NCT06846411,Diabetes mellitus,empagliflozin
NCT06846411,Diabetes mellitus,metformin
NCT06609811,Influenza,Intranasal Influenza Live Attenuated Vaccine
NCT06609811,Influenza,Intranasal Influenza Live Attenuated Vaccine
NCT06825728,"COPD, severe early onset",Different doses of Metoprolol.
NCT06863311,Nonpapillary renal cell carcinoma,XL092
NCT06863311,Nonpapillary renal cell carcinoma,nivolumab
NCT06833411,Temporal arteritis,prednisone
NCT06833411,Temporal arteritis,prednisone
NCT06626711,Cancer,propofol
NCT06626711,Cancer,sevoflurane
NCT06923111,Sickle cell disease,Xromi
NCT06880328,Schizophrenia,Ralmitaront
NCT06643728,Obesity disorder,Bimagrumab
NCT06643728,Obesity disorder,tirzepatide
NCT06946511,Dementia,Peptide PMS-001 Intravenous Injection
NCT06998628,Rheumatoid arthritis,methotrexate
NCT06998628,Rheumatoid arthritis,pentoxifylline
NCT06837311,Cerebrovascular disorder,Biological assessment
NCT06836128,Polycystic ovary syndrome,N-acetyl cysteine
NCT06836128,Polycystic ovary syndrome,Metfomin
NCT07042828,Urticaria,Bilastine oral dispersible tablets
NCT07042828,Urticaria,Bilaxten oral dispersible tablets
NCT06850311,Atopic eczema,herbal ointment
NCT06949228,Ischemic stroke,tenecteplase
NCT07048028,Dental pulp necrosis,Chitosan Low Molecular Weight (20-200 Mpa.S)
NCT07048028,Dental pulp necrosis,Sodium Hypochlorite
NCT07048028,Dental pulp necrosis,EDTA chelating agents
NCT07048028,Periapical periodontitis,Chitosan Low Molecular Weight (20-200 Mpa.S)
NCT07048028,Periapical periodontitis,Sodium Hypochlorite
NCT07048028,Periapical periodontitis,EDTA chelating agents
NCT06888128,Post-traumatic stress disorder,Psilocybin
NCT06888128,Post-traumatic stress disorder,Psilocybin
NCT06871228,Atrial fibrillation,Continuous DOAC therapy
NCT06572228,Asthma,dupilumab
NCT06572228,Asthma,ICS/LABA
NCT06920693,Atopic eczema,GB-7624
NCT06806228,Glioma susceptibility 1,S-Gboxin
NCT06640361,Gastrointestinal stromal tumor,Olverembatinib
NCT06646783,Gastric adenocarcinoma,[68Ga]Ga-NODAGA-SNA014
NCT06909383,Cancer,Nanocrystalline megestrol acetate
NCT06584383,Parkinson disease,Best Medical Treatment
NCT06957561,Childhood bladder carcinoma,Disitamab Vedotin Injection
NCT06957561,Childhood bladder carcinoma,Ivonescimab（AK112，a PD-1/VEGF bispecific antibody）
NCT06905483,"COPD, severe early onset",Budesonide/Glycopyrronium/Formoterol (BGF)
NCT06905483,"COPD, severe early onset",Fluticasone Furoate/Umeclidinium/Vilanterol (FUV)
NCT06844383,Prostate cancer,Talazoparib with enzalutamide
NCT06844383,Prostate cancer,talazoparib
NCT06588283,Obesity disorder,ixekizumab
NCT06588283,Obesity disorder,tirzepatide
NCT06588283,Psoriasis,ixekizumab
NCT06588283,Psoriasis,tirzepatide
NCT07022483,Endometrial cancer,trastuzumab deruxtecan
NCT07022483,Endometrial cancer,Chemotherapy
NCT07125261,Epilepsy,BHV-700
NCT06989983,Heart failure,AZD5462 film-coated tablet
NCT06989983,Heart failure,[14C]AZD5462 Solution for Infusion
NCT06989983,Heart failure,[14C]AZD5462 Oral Solution
NCT06568861,COVID-19,ALG-097558
NCT06666283,Diabetic kidney disease,AP303
NCT06666283,Diabetic kidney disease,AP303
NCT06756061,Graft versus host disease,Prednisone + Jakavi(ruxolitinib)
NCT06756061,Graft versus host disease,prednisone
NCT06601283,Malignant pancreatic neoplasm,Vitmain C plus herbal medicine
NCT06987383,Obesity disorder,vibegron
NCT07065383,Maturity-onset diabetes of the young type 1,Semaglutide administration plus dietary counselling and physical activity encouragement
NCT07065383,Maturity-onset diabetes of the young type 1,Semaglutide plus a personalised and supervised program of resistance and endurance training
NCT07030283,Pancreatic ductal adenocarcinoma,paclitaxel
NCT07030283,Pancreatic ductal adenocarcinoma,NALIRIFOX
NCT06732583,Tuberculosis,Tuberculosis (TB) vaccine (Ad5-105K)
NCT06732583,Tuberculosis,Ad5-105K
NCT07131683,Autoimmune encephalitis,Human umbilical cord mesenchymal stem cell derived exosomes
NCT06571383,Obesity disorder,semaglutide
NCT06571461,Malignant pancreatic neoplasm,Liposomal Irinotecan
NCT06571461,Malignant pancreatic neoplasm,oxaliplatin
NCT06571461,Malignant pancreatic neoplasm,S-1
NCT06571461,Malignant pancreatic neoplasm,gemcitabine
NCT06571461,Malignant pancreatic neoplasm,capecitabine
NCT07106528,Small cell lung carcinoma,Organoid Drug Sensitivity Testing-Guided Therapy
NCT07106528,Small cell lung carcinoma,topotecan
NCT06682728,Urothelial carcinoma,Sacituzumab Govitecan (SG)
NCT06682728,Urothelial carcinoma,nivolumab
NCT07095361,Pleural effusion,Fibrinolytic once daily
NCT07095361,Pleural effusion,Fibrinolytic twice daily
NCT07095361,Pleural effusion,DNA degradation once daily
NCT07095361,Pleural effusion,DNA degradation twice daily
NCT06868628,Multiple system atrophy,Foralumab Nasal
NCT06680661,Hodgkins lymphoma,cyclophosphamide
NCT06680661,Hodgkins lymphoma,fludarabine
NCT06680661,Hodgkins lymphoma,thiotepa
NCT06680661,Hodgkins lymphoma,Double Umbilical Cord Transplant
NCT06680661,Hodgkins lymphoma,tacrolimus
NCT06680661,Hodgkins lymphoma,mycophenolate mofetil
NCT06680661,Hodgkins lymphoma,abatacept
NCT06680661,Lymphoma,cyclophosphamide
NCT06680661,Lymphoma,fludarabine
NCT06680661,Lymphoma,thiotepa
NCT06680661,Lymphoma,Double Umbilical Cord Transplant
NCT06680661,Lymphoma,tacrolimus
NCT06680661,Lymphoma,mycophenolate mofetil
NCT06680661,Lymphoma,abatacept
NCT06680661,Myelodysplastic syndrome,cyclophosphamide
NCT06680661,Myelodysplastic syndrome,fludarabine
NCT06680661,Myelodysplastic syndrome,thiotepa
NCT06680661,Myelodysplastic syndrome,Double Umbilical Cord Transplant
NCT06680661,Myelodysplastic syndrome,tacrolimus
NCT06680661,Myelodysplastic syndrome,mycophenolate mofetil
NCT06680661,Myelodysplastic syndrome,abatacept
NCT07101328,B-cell non-Hodgkin lymphoma,LY4152199 - IV
NCT07101328,B-cell non-Hodgkin lymphoma,LY4152199 - SC
NCT07101328,Burkitt lymphoma,LY4152199 - IV
NCT07101328,Burkitt lymphoma,LY4152199 - SC
NCT07101328,Leukemia,LY4152199 - IV
NCT07101328,Leukemia,LY4152199 - SC
NCT07101328,Lymphoma,LY4152199 - IV
NCT07101328,Lymphoma,LY4152199 - SC
NCT06723561,Spinal cord injury,4.5mg daily dose of naltrexone
NCT07043361,Metabolic disease,semaglutide
NCT06750861,Pancreatic adenocarcinoma,QL1706
NCT06812728,Rectal cancer,mFOLFIRINOX
NCT06812728,Rectal cancer,mFolfox6
NCT06904261,Fabry disease,Migalastat HCl
NCT06699628,Apathy,IRL757
NCT06793228,Small cell lung carcinoma,Nanocrystalline Megestrol Acetate
NCT06793228,Small cell lung carcinoma,tislelizumab
NCT06793228,Small cell lung carcinoma,PTOC
NCT07129161,Carcinoma,4 cycles(Iparomlimab and Tuvonralimab
NCT07129161,Carcinoma,4 cycles(Iparomlimab and Tuvonralimab
NCT06587061,Malignant pancreatic neoplasm,HRS-4642+AG
NCT06587061,Malignant pancreatic neoplasm,HRS-4642+AG +Adebrelimab
NCT06676293,Nasopharyngeal carcinoma,Anti-PD1
NCT06676293,Nasopharyngeal carcinoma,asparaginase
NCT06594393,Epidermolysis bullosa,TCP-25 gel
NCT06624371,Malignant glioma,atovaquone
NCT06624371,Medulloblastoma,atovaquone
NCT06610071,Skin squamous cell carcinoma,ICG administration
NCT06610071,Skin squamous cell carcinoma,ICG administration
NCT06610071,Skin squamous cell carcinoma,ICG administration
NCT06610071,Skin squamous cell carcinoma,ICG administration
NCT06888193,Hidradenitis suppurativa,bimekizumab
NCT06888193,Psoriatic arthritis,bimekizumab
NCT06894693,B-cell non-Hodgkin lymphoma,RS001 injection
NCT06704893,Osteoarthritis,ASA injection
NCT06704893,Osteoarthritis,ASA injection
NCT06704893,Osteoarthritis,HA injection group
NCT06863571,Ischemic stroke,PPA Intervention
NCT06932393,Alopecia,exosomes
NCT06682793,Cancer,A2B395
NCT06682793,Malignant colon neoplasm,A2B395
NCT06682793,Non-small cell lung carcinoma,A2B395
NCT06682793,Nonpapillary renal cell carcinoma,A2B395
NCT06682793,Rectal carcinoma,A2B395
NCT06682793,Renal carcinoma,A2B395
NCT06836271,Prostate cancer,isopropyl alcohol
NCT06836271,Prostate cancer,Povidine-iodine
NCT06808971,Gastric adenocarcinoma,"Adebrelimab, Nab-paclitaxel, Oxaliplatin, Tegafur Gimeracil Oteracil Potassium Capsule"
NCT06602193,Parkinson disease,BIIB122
NCT06878599,Sudden sensorineural hearing loss,dexamethasone
NCT06978699,Paroxysmal nocturnal hemoglobinuria,XH-S003 Capsule
NCT07041099,Sjogren syndrome,CLN-978
NCT06699199,Dental caries,Silver diamine Fluoride
NCT06699199,Dental caries,Silver diamine fluoride- potassium iodide
NCT06854042,Malaria,E1018
NCT06907342,Neoplasm,FOLFOX or FOLFIRI
NCT07024199,Pain,Drug administration according to protocol (paracetamol + ibuprofen OR paracetamol + metamizol)
NCT07024199,Pancreatitis,Drug administration according to protocol (paracetamol + ibuprofen OR paracetamol + metamizol)
NCT06591299,Ischemic stroke,cilostazol
NCT06591299,Ischemic stroke,Clopidogrel
NCT07011342,Prostate cancer,18F-rhPSMA-7.3
NCT07054099,Chickenpox,MG1111 (Barycela inj.)
NCT07054099,Chickenpox,VARIVAX™
NCT06914999,Hypopharynx squamous cell carcinoma,SODIUM FLUORIDE F-18
NCT06914999,Laryngeal squamous cell carcinoma,SODIUM FLUORIDE F-18
